,label,text,name
193,0,"From: keith@cco.caltech.edu (Keith Allan Schneider)
Subject: Re: <Political Atheists?
Organization: California Institute of Technology, Pasadena
Lines: 54
NNTP-Posting-Host: punisher.caltech.edu

(reference line trimmed)

livesey@solntze.wpd.sgi.com (Jon Livesey) writes:

[...]

>There is a good deal more confusion here.   You started off with the 
>assertion that there was some ""objective"" morality, and as you admit
>here, you finished up with a recursive definition.   Murder is 
>""objectively"" immoral, but eactly what is murder and what is not itself
>requires an appeal to morality.

Yes.

>Now you have switch targets a little, but only a little.   Now you are
>asking what is the ""goal""?   What do you mean by ""goal?"".   Are you
>suggesting that there is some ""objective"" ""goal"" out there somewhere,
>and we form our morals to achieve it?

Well, for example, the goal of ""natural"" morality is the survival and
propogation of the species.  Another example of a moral system is
presented within the Declaration of Independence, which states that we
should be guaranteed life liberty and the pursuit of happiness.  You see,
to have a moral system, we must define the purpose of the system.  That is,
we shall be moral unto what end?

>>Murder is certainly a violation of the golden rule.  And, I thought I had
>>defined murder as an intentional killing of a non-murderer, against his will.
>>And you responded to this by asking whether or not the execution of an
>>innocent person under our system of capital punishment was a murder or not.
>>I fail to see what this has to do with anything.  I never claimed that our
>>system of morality was an objective one.
>I thought that was your very first claim.   That there was
>some kind of ""objective"" morality, and that an example of that was
>that murder is wrong.   If you don't want to claim that any more,
>that's fine.

Well, murder violates the golen rule, which is certainly a pillar of most
every moral system.  However, I am not assuming that our current system
and the manner of its implementation are objectively moral.  I think that
it is a very good approximation, but we can't be perfect.

>And by the way, you don't seem to understand the difference between
>""arbitrary"" and ""objective"".   If Keith Schneider ""defines"" murder
>to be this that and the other, that's arbitrary.   Jon Livesey may
>still say ""Well, according to my personal system of morality, all
>killing of humans against their will is murder, and wrong, and what
>the legal definition of murder may be in the USA, Kuweit, Saudi
>Arabia, or the PRC may be matters not a whit to me"".

Well, ""objective"" would assume a system based on clear and fundamental
concepts, while ""arbitary"" implies no clear line of reasoning.

keith
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\alt.atheism\51125
1865,1,"From: 00bjgood@leo.bsuvc.bsu.edu
Subject: Jim Lefebvre is an idiot.
Organization: Ball State University, Muncie, In - Univ. Computing Svc's
Lines: 14

I just wanted to let everyone know that I have lost what little respect I have
for Jim LeFebvre after seeing today's Cubs game. First of all how could he
start Maldonado over May. After the way May played at the end of last year and
the way he tore up the Cactus League how could you let him sit the bench? Not
to mention that a right hander (Maddux) started. I really blew my top when
Lefebvre pinch hit for Rick Wilkins with TOMMY SHIELDS! How can you do that
just because of the lefty-righty thing, too much is made of that. Wilkins is
twice the hitter that Shields is. Then the next batter was Jose Vizcaino, one
of the weakest hitters I have ever seen, and who had looked terrible at bat all
day, and Lefebre let him hit, while May still sat the bench. I think even Arnie
Harris was stunned by this because he showed May sitting in the dugout while
Vizcaino was batting. Face it Lefebvre has got to be the worst manager in
baseball.
						A dishard Cub fan
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\rec.sport.baseball\102632
432,1,"From: n9143349@janice.cc.wwu.edu (Douglas T. Norris (The Mad Kobold))
Subject: Re: Bosio No Hits Red Soxs
Article-I.D.: janice.n9143349.735596287
Organization: Western Washington University
Lines: 28

11swhitfield@gallua.gallaudet.edu writes:

>Chris Bosio, A Seattle M's Pitcher, just no hit the Red Sox 7-0!!! This is the
>second no hitter in Seattle History!! (Randy Johnson got the first) Also, this
>was Bosio's first career no hitter!

>This is MLB first No Hitter this year! 

>Go M's..

	TRIVIA TIME!!!  OK, We all know that Dave ""My Batting Average is Down
in the"" Valle caught Chris Bosio's no hitter last night (and is batting over
.300, BTW).  Here is the question:  Who caught Randy Johnson's no-hitter
in June of 1990.  (Hint: Not Dave Valle :-))

\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
\\\  The Mad Kobold *is*: Douglas Todd Norris (n9143349@henson.cc.wwu.edu)  \\\
\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
\\\  Depeche Mode, U2, They Might Be Giants, INXS, O.M.D., a-Ha, The Police \\\
\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
\\\ ""Exercise your basic rights, we could build a building site             \\\
\\\  From the bricks of shame is built the hope."" Depeche Mode, If You Want \\\
\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
\\\   Van. Canucks     Sea. SuperSonics   Sea. Mariners    Sea. Seahawks    \\\
\\\   2-0 (1st rnd)       53-26 (2nd)       6-8 (5th)        2-14 (5th)     \\\
\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
\\\  Congratulations to Chris Bosio (Mariners) on his no-hitter of Boston!  \\\
\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\rec.sport.baseball\105003
798,1,"From: scott@asd.com (Scott Barman)
Subject: Re: Jewish Baseball Players?
Organization: American Software Development Corp., West Babylon, NY
Lines: 11

In article <1993Apr16.133818.1452@blurt.oswego.edu> ma_ind25@blurt.oswego.edu writes:
>I believe that Rusty Staub was also a jewish ball-player

Rust Staub is NOT Jewish.
In fact, I think his father was a minister.

-- 
scott barman    | Mets Mailing List (feed the following into your shell):
scott@asd.com   |            mail mets-request@asd.com <<!
                |            subscribe
 Let's Go Mets! |            !
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\rec.sport.baseball\105044
1846,1,"From: demers@cs.ucsd.edu (David DeMers)
Subject: Re: Montreal Question.......
Organization: CSE Dept., UC San Diego
Lines: 13
Nntp-Posting-Host: mbongo.ucsd.edu


In article <1993Apr19.015442.15723@oz.plymouth.edu>, k_mullin@oz.plymouth.edu (Mully) writes:
|> 
|>    What position does Mike Lansing play?  I cannot seem to find it 
|>  anywhere.  Thanks!!!!1

He's a shortstop by training, but he's been at second (mostly) and third
this year for the Expos.
-- 
Dave DeMers			 	        demers@cs.ucsd.edu
Computer Science & Engineering	0114		demers%cs@ucsd.bitnet
UC San Diego					...!ucsd!cs!demers
La Jolla, CA 92093-0114	(619) 534-0688, or -8187, FAX: (619) 534-7029
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\rec.sport.baseball\104493
2037,1," egsner!ernest!m2.dseg.ti.com!tilde.csc.ti.com!mksol!kerr.dseg.ti.com!kkerr@mkcase1.dseg.ti.com
From: kkerr@mkcase1.dseg.ti.com@MK (Kevin Kerr)
Subject: Re: YANKKES 1 GAME CLOSER
Organization: ENGINEERING AUTOMATION
Lines: 38
Nntp-Posting-Host: kerr.dseg.ti.com

In article <1993Apr6.233805.29755@freenet.carleton.ca> aa649@Freenet.carleton.ca (Ralph Timmerman) writes:
>From: aa649@Freenet.carleton.ca (Ralph Timmerman)
>Subject: Re: YANKKES 1 GAME CLOSER
>Date: Tue, 6 Apr 1993 23:38:05 GMT


>In a previous article, 002251w@axe.acadiau.ca (JASON WALTER WORKS) says:

>>    The N.Y.Yankees, are now one game closer to the A.L.East pennant.  They 
>>clobbered Cleveland, 9-1, on a fine pitching performance by Key, and two 
>>homeruns by Tartabull(first M.L.baseball to go out this season), and a three 
>>run homer by Nokes.  For all of you who didn't pick Boggs in your pools, 
>>tough break, he had a couple hits, and drove in a couple runs(with many more 
>>to follow).  The Yanks beat an up and coming team of youngsters in the 
>>Indians.  The Yankees only need to win 95 more games to get the division.
>> GO YANKS., Mattingly for g.glove, and MVP, and Abbot for Cy Young.
>>
>>                                             ---> jason.
>>

>Does that mean we have to read this drivel another 95 times this season?
>Please spare us... And check you facts before you post!
>-- 
>Ralph Timmerman                      ""There is no life after baseball""      
>aa649@freenet.carleton.ca


 No one says you have to read any of it Ralph.. Go play in traffic.., or take 
a nap... They work for me.. 

=========================================================================
|  Kevin Kerr                                kkerr@mkcase1.dseg.ti.com  |                                                                       #
|  President North Texas 'C' Programmers Users Group                    |
|  BBS-(214) 442-0223                                                   |
|  GO YANKEES !!!   GO DOLPHINS !!!                                     |
|                                                                       |
|  ""Strolling through cyberspace, sniffing the electric wind....""       |
=========================================================================
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\rec.sport.baseball\104330
1362,0,"Subject: Fluids vs Liquids
From: mikec@sail.LABS.TEK.COM (Micheal Cranford)
Organization: Tektronix, Inc., Beaverton,  OR.
Lines: 18

west@next02.wam.umd.edu (Brian West) writes:
[ deleted ]
>A similar analogy can be made with glass. For those of you who don't 
>know, glass is a liquid (go ask your science teacher) and DOES flow.
[ deleted ]

  If your science teacher tells you glass is a liquid, try to get a different
science teacher B^).  Glass is a supercooled fluid, it is not a liquid (except
at very high temperatures).  The definition of liquid includes ""readily takes
the form of its container"".  Let's try to be more accurate here.  We don't want
people to think we're creationists now do we?


  UUCP:  uunet!tektronix!sail!mikec  or                  M.Cranford
         uunet!tektronix!sail.labs.tek.com!mikec         Principal Troll
  ARPA:  mikec%sail.LABS.TEK.COM@RELAY.CS.NET            Resident Skeptic
  CSNet: mikec@sail.LABS.TEK.COM                         TekLabs, Tektronix

",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\alt.atheism\51291
689,0,"Organization: Penn State University
From: Andrew Newell <TAN102@psuvm.psu.edu>
Subject: Re: <<Pompous ass
 <1q52q8INN6pi@gap.caltech.edu> <93099.234144MVS104@psuvm.psu.edu>
 <1q8lk3INNitq@gap.caltech.edu> <93102.062908MVS104@psuvm.psu.edu>
 <93105.022621TAN102@psuvm.psu.edu> <1ql71pINN5ef@gap.caltech.edu>
Lines: 36

In article <1ql71pINN5ef@gap.caltech.edu>, keith@cco.caltech.edu (Keith Allan
Schneider) says:
>
>Andrew Newell <TAN102@psuvm.psu.edu> writes:
>
>>Sure, they may fall back on other things, but this is one they
>>should not have available to use.
>
>It is worse than others?  The National Anthem?  Should it be changed too?
>God Bless America?  The list goes on...

Worse?  Maybe not, but it is definately a violation of the
rules the US govt. supposedly follows.  Maybe the others
should be changed to?  But I'm not personally as concerned
about the anthem since I don't come across it in daily
nearly unavoidable routines.

>>every christian.  And I'd be tempted to rub that motto in the
>>face of christians when debunking their standard motto slinging
>>gets boring.
>
>Then you'd be no better than the people you despise.

I don't despise the people...just their opinions.  I meant
when chatting with the ones who refuse to listen to any idea
other than their own...then it just becomes an exercise for
amusement.

>[...]
>>For the motto to be legitimate, it would have to read:
>>   ""In god, gods, or godlessness we trust""
>
>Would you approve of such a motto?

No.  ...not unless the only way to get rid of the current one
was to change it to such as that.
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\alt.atheism\53210
899,0,"From: mathew <mathew@mantis.co.uk>
Subject: Re: STRONG & weak Atheism
Organization: Mantis Consultants, Cambridge. UK.
X-Newsreader: rusnews v1.02
Lines: 9

acooper@mac.cc.macalstr.edu (Turin Turambar, ME Department of Utter Misery) writes:
> Did that FAQ ever got modified to re-define strong atheists as not those who
> assert the nonexistence of God, but as those who assert that they BELIEVE in 
> the nonexistence of God?

In a word, yes.


mathew
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\alt.atheism\53603
363,2,"From: n4hy@harder.ccr-p.ida.org (Bob McGwier)
Subject: Re: What counntries do space surveillance?
Organization: IDA Center for Communications Research
Lines: 13
Distribution: world
NNTP-Posting-Host: harder.ccr-p.ida.org
In-reply-to: thomsonal@cpva.saic.com's message of 23 Apr 93 20:17:25 GMT


I can tell you that when AMSAT launched some birds along a Spot satellite
(French), that during installation of some instruments on Spot 2, there
heavily armed legionaires who had a `take no prisoners' look on there faces.
Spot satellites are completely capable of doing some very good on orbit
surveillance.

BMc
--
------------------------------------------------------------------------------
Robert W. McGwier                  | n4hy@ccr-p.ida.org
Center for Communications Research | Interests: amateur radio, astronomy,golf
Princeton, N.J. 08520              | Asst Scoutmaster Troop 5700, Hightstown
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\sci.space\61236
1119,1,"From: sam@steamer.clam.com (Sam Mandelbaum)
Subject: Yankee Thoughts
Organization: CLaM Associates, Cambridge, MA 02141
Lines: 76


Yes - Everyone seems to be in agreement that the Yankees are 
finally moving in the right direction.  They should finish
over .500 this year and maybe even be in the pennent race 
in August.  However, I would take back a few moves:

1.  The Jim Abbott Trade.
    I think Abbott is not only an inspirational person, but a
    great pitcher also.  He could win the Cy Young this year, 
    but he won't because the right side of the Yanks infield
    isn't good enough.  So why was this not a good trade?  
    JT Snow.  How many rookies have been able to step in and
    immediately have the impact that he has had so far on 
    the Angels?  I know it's early, but if you've seen this kid
    hit, field or talk you can just tell that he is going to be 
    a tremendous player.  The Yanks should have kept him.  What
    about Mattingly, you ask?  Well - it's great that the Yanks
    have taken care of him and remained loyal, but he's 10 years
    older than Snow and just doesn't have the same bat speed as
    before his back injury.  It's a shame, but as a Yankee fan 
    who wants to see the *best* Yankee team, I'd take 
    Snow over Mattingly at first.  The Yanks also gave up two
    promising propects with Snow for Abbott.  Besides, with
    Domingo Jean, Brien taylor, Wickman, Militello, and Sterling
    Hitchcock, they are just loaded with propects.  I know Abbotts
    only 26, but this was too much to give up.  I believe George
    forced this trade because he believes (and he's right) that
    Abbott will be a big hit in NY.  However, I'd like to see the
    Yankees build a baseball team, not an amusement show.

2.  Wade Boggs.
    I live in Boston and like Wade a lot.  But, his career is 
    winding down and I would rather see the Yanks start to develop
    a long term solution (i.e. Hensley Muelins, Russ Davis, Velarde?).
    Besides, Wade just doesn't have any range.  What a shame about
    Charlie Hayes, huh?

3.  Spike Owen.
    See Wade Boggs.  I'd much rather see them develop Dave Silvestri
    or whoever.  Wade and Spike next to each other in the infield is
    going to raise the Yankee staff ERA 1/2 point.  And these guys
    are on the down sides of their careers.

4.  Danny Tartabull.
    Yes - he's put up some tremendous numbers and it's nice to think
    about what he could do if he were ever healthy all year.  But he
    never is.  We should expect 120 games max out of him.  Meanwhile,
    Gerald Williams is playing at Columbus and Paul O'Neil is playing
    left field!  I believe O'Neil led NL outfielders in assists
    last year - and Tartabull is a poor defensive outfielder.

What I'm basically getting at is the Yanks are moving in the right
direction but are NOT ready to win a pennent this year.  They should
(at the GM level) be planning for a 1994 or 1995 world series.  This
means getting the younger players experience in the majors NOW so they 
will be ready in a year or two.  

I'm afraid that all this stuff wreaks of George Steinbrenner.
Certainly, the Boggs deal was all George.  It looks like George is
planning the right mix of veterans and young players to win a world
series now.  The veterans are always available and can be added at any
time (like Boston did this year).  Develop the young players first,
then add the one or two veterans (or in the Yankees case, just keep
them).  Let's all us Yankee fans hope that George doesn't dismantle
the terrific job Stick and company have done building the Yankee
organization back into one of respect.  I'm really afraid that he will
trade whoever it takes to patch holes today (relief pitching for
example).  George must realize that the Yankees rebuilding process is
still one or two years away.  Have patience George and we will all
enjoy the future.  Fire Bucky and trade the kids and it's baseball
hell for all loyal Yankee fans for a long time!

Sam ""I'm not Militello or Millitello"" Mandelbaum.



",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\rec.sport.baseball\104684
105,2,"From: xrcjd@resolve.gsfc.nasa.gov (Charles J. Divine)
Subject: Space Station radio commercial
Organization: NASA/GSFC Greenbelt Maryland
Lines: 13

A brief political/cultural item.

Radio station WGMS in Washington is a classical music station with
a large audience among high officials (elected and otherwise).  
Imagine a radio station that advertises Mercedes Benzes, diamond
jewelry, expensive resorts and (truthfully) Trident submarines.

This morning I heard a commercial for the space station project.
Didn't catch the advertiser.

Guess they're pulling out all the stops.
-- 
Chuck Divine
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\sci.space\60914
67,1,"From: u96_msopher@vaxc.stevens-tech.edu
Subject: Phils are still looking immaculate!
Lines: 18
Organization: Stevens Institute Of Technology





Ladies and gentleman,

	Step one was taken on the Phils' triumphant trip this year tonight!

			(Yes, that was English!)

	Mulholland's ERA after tonight's game? 0.00...nice try Drabek!





							NINJA JEW

",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\rec.sport.baseball\102640
489,1,"From: cuz@chaos.cs.brandeis.edu (Cousin It)
Subject: Re: Jack Morris
Organization: Brandeis University
Lines: 19

aardvark@cygnus.la.locus.com (Warren Usui) writes:

|>>>So, Alfredo Griffin is better than Barry Larkin.
|>
|>If rings is what you're judging by, then I don't see your point, since Barry
|>has one (1990).

|Yes but Alfredo has at least two!! (1988 Dodgers and 1992 Blue Jays).
|Not only that, he has won World Series rings for more different teams than
|Babe Ruth and Lou Gehrig combined!! (how do we know that the Yankee dynasty
|was not due to Lazarri being at third?) 

	Warren, I agree with your premise... but... The Babe won on
two teams. That's right, he was part of the Red Sox Dynasty of the
1910s. And everyone knows that the Yankee Dynsaty wouldn't have
happened without thier famous bullpen catcher whose name escapes me at
the moment.

-Cuz
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\rec.sport.baseball\104823
732,1,"From: dtate+@pitt.edu (David M. Tate)
Subject: Re: Winfield's spot on THE ALL TIME GREATS TEAM
Organization: Department of Industrial Engineering
Lines: 50

In article <C5wEwD.Kto@murdoch.acc.Virginia.EDU> drw3l@delmarva.evsc.Virginia.EDU (David Robert Walker) writes:
>In article <9729@blue.cis.pitt.edu> dtate+@pitt.edu (David M. Tate) writes:

>>Winfield can't touch Frank Robinson or Mel Ott, as far as I can tell.  
>>You'd also have a hard time convincing me to rate him better than or
>>equal to Clemente.  

>Two sets of numbers; career equivalent average and equivalent runs
>
>1. Ruth     .377, 2721
>2. Aaron    .318, 2808
>3. Ott      .318, 2197
>4. Robinson .313, 2245

>7. Clemente .289, 1745
>8. Winfield .288, 1921
>
>Ruth is in a class by himself for both rate (eqa) and total (eqr)
>performance, Aaron runs over everybody in the total category. Ott and
>Robinson, who lead Winfield in both categories, could be safely put
>ahead of ahead of him. Reggie too, although he is barely ahead. These
>numbers are normalized for league and park. Clemente is held down by
>some really anemic offensive production in his earliest years, and was
>still productive when he died; it is reasonably safe to assume he had
>150-200 runs more he could have gotten. Still, Jackson, Waner,
>Clemente, and Winfield form a pretty tight knot.


Yes, but

	(a) we were talking about peak level, not career averages
and
	(b) Clemente was the best fielding RF of all time, as far
	    as anyone can tell

I did a quick scan last night, looking for players with a peak comparable
to or better than Winfield.  In my quick-n-dirty subjective judgement, you
could make good cases for Ruth, Aaron, Ott, Robinson, Clemente, Kaline, 
Maris, Klein, Jackson, Waner, and probably a few others.  This is not a
knock on Winfield, but a comment on his consistency: all of those other
players had awesome stretches and very good stretches, while Winfield has
been more uniformly excellent.  Hall of Fame?  Absolutely.  Top-10 peak?
I'm not so sure.  Top 10 total career value?  Yes, almost certainly.


-- 
   David M. Tate      | My free agent says he will be no one's but mine
 (dtate+@pitt.edu)    | Not even should Steinbrenner himself try to seduce him.
Prof. of Story Probs. | He says but what player says to owner;
 ""The Big Catullus""   | Write it on the wind, or swift-running water.
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\rec.sport.baseball\104964
859,1,"Organization: University of Notre Dame - Office of Univ. Computing
From: <RVESTERM@vma.cc.nd.edu>
Subject: Re: Jewish Baseball Players?
 <1qkkodINN5f5@jhunix.hcf.jhu.edu> <C5L9vC.3r6@world.std.com>
Lines: 10

In article <C5L9vC.3r6@world.std.com>, Eastgate@world.std.com (Mark Bernstein)
says:
>
>(Which reminds me: do they still serve Kosher hot dogs at the new Comiskey?)
>

yup.  with onions, of all things.

bob vesterman.

",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\rec.sport.baseball\104481
332,2,"From: mccall@mksol.dseg.ti.com (fred j mccall 575-3539)
Subject: Re: Level 5?
Organization: Texas Instruments Inc
Distribution: sci
Lines: 33

In <C5sy4s.4x2.1@cs.cmu.edu> 18084TM@msu.edu (Tom) writes:


>Nick Haines sez;
>>(given that I've heard the Shuttle software rated as Level 5 in
>>maturity, I strongly doubt that this [having lots of bugs] is the case).

>Level 5?  Out of how many?  What are the different levels?  I've never
>heard of this rating system.  Anyone care to clue me in?

SEI Level 5 (the highest level -- the SEI stands for Software
Engineering Institute).  I'm not sure, but I believe that this rating
only applies to the flight software.  Also keep in mind that it was
*not* achieved through the use of sophisticated tools, but rather
through a 'brute force and ignorance' attack on the problem during the
Challenger standdown - they simply threw hundreds of people at it and
did the whole process by hand.  I would not consider receiving a 'Warning'
status on systems which are not yet in use would detract much (if
anything) from such a rating -- I'll have to get the latest copy of
the guidelines to make sure (they just issued new ones, I think).

Also keep in mind that the SEI levels are concerned primarily with
control of the software process; the assumption is that a
well controlled process will produce good software.  Also keep in mind
that SEI Level 5 is DAMNED HARD.  Most software in this country is
produced by 'engineering practicies' that only rate an SEI Level 1 (if
that). 

-- 
""Insisting on perfect safety is for people who don't have the balls to live
 in the real world.""   -- Mary Shafer, NASA Ames Dryden
------------------------------------------------------------------------------
Fred.McCall@dseg.ti.com - I don't speak for others and they don't speak for me.
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\sci.space\61000
1282,0,"From: keith@cco.caltech.edu (Keith Allan Schneider)
Subject: Re: <Political Atheists?
Organization: California Institute of Technology, Pasadena
Lines: 8
NNTP-Posting-Host: punisher.caltech.edu

mathew <mathew@mantis.co.uk> writes:

>As for rape, surely there the burden of guilt is solely on the rapist?

Not so.  If you are thrown into a cage with a tiger and get mauled, do you
blame the tiger?

keith
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\alt.atheism\51149
1849,1,"From: doctor8@jhuvms.hcf.jhu.edu (Jason Abner Miller)
Subject: Re: sex, uniforms, and good taste
Organization: The Johns Hopkins University - HCF
Lines: 47
Distribution: na
NNTP-Posting-Host: jhuvms.hcf.jhu.edu
News-Software: VAX/VMS VNEWS 1.41    

In article <1993Apr23.052741.28429@news.cs.brandeis.edu>, st902415@pip.cc.brandeis.edu writes...
>In article <1r6r9s$5ob@network.ucsd.edu>, king@cogsci.ucsd.edu (Jonathan King) writes:
>>Which reminds me yet again of a Bucs-Cards game in Whitey Herzog's
>>last year as Cards manager.  Karen and I were watching the game on TV,
>>and for some barely explicable reason the camera kept dwelling on The
>>White Rhino himself at his uniform-filling worst.  Truly horrible.

	Do you remember Game 7 of the 1988 NLCS, after the Dodgers defeated
the Mets, and Ugh-a-dugh foo-boo fat stomach Tom Lasorda came running out
on to the field in celebration?  YUCK!!!!!!
	He undulated.  His arms flew up and down, keeping time with his
rolling set of 9 stomachs, which flew all around the cozy confines of
Chavez Ravine.  He oozed, like a white gastropod.  He ran.  It was a 
disgusting sight.  Not only couldn't I watch my Mets in the Series, I had
to watch Fat Stomach Lasorda roll around Dodger....
	BLARGH!

>>But what made it memorable was what Karen eventually said about this,
>>which was:
>>
>>""I would rather sleep with a jar of Bill Landrum's spit under my pillow
>> than look at Whitey Herzog in one of those uniforms.""

	""If you like short, fat men, who grunt, curse, and spit a lot,
Whitey's certainly your man"" - Former WFAN host Pete Franklin, on The White
Rat ...
	But it's true, this emphasis on the appearance of ballplayers in
tight uniforms only works if the player actually has an extraodinary 
physique.  Looking at Charlie Hough's scrawny torso through those tight
white shirts just sort of makes me decide, ""Hmmm, I don't want to eat lunch
today...or tomorrow...or anytime soon..."".
	When Al Harazin first became Mets' GM, he was asked if he intended
to help redesign the Mets' uniforms and change their image.  In particular,
they asked him about the orange and blue racing stripe that runs down the 
sides the uniforms.  He said that he's very much in favor of keeping them
because ""they're sleek and they're sexy"".
	Sid Fernandez, in a tight-fitting uniform, with a sleek racing
stripe to denote speed and potencty.  Mmmmmmmm...lard.
	Kevin McReynolds, diving after a fly ball.  Mmmmmmmm...Man O' War, baby!
	Pat Howell....well, never mind.  Nothing could be tight on him. 
They don't make uniform sizes *that* small ... :-)

>Adam ""Wishes he contribute something more interesting to r.s.b"" Levin

Jason A. Miller
""some doctor guy""
Frank Tanana:  1-0, 1.50
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\rec.sport.baseball\104934
2243,1,"From: pjtier01@ulkyvx.louisville.edu
Subject: Re: And America's Team is....But Why?
Lines: 18
Nntp-Posting-Host: ulkyvx.louisville.edu
Organization: University of Louisville

In article <kingoz.735066879@camelot>, kingoz@camelot.bradley.edu (Orin Roth) writes:
>    Well, officially it's the Braves. At least up until they started winning
>    it was. Are they still, officially? 
>    If so, why? and how did they receive this label?

There is NO TEAM, repeat, NO TEAM, that is America's team.  This is a diverse
country with 26 MLB teams (+2 up north) and there is no one team that is
America's.  Who would the other teams belong to?

And how does it happen?  Well, teams receive this monicker through success
(Cowboys), national exposure (Cubs), or both (Braves).  It spreas aby
successful advertising campaigns.  Harry Caray, Ted Turner, amd other dupe
people into thinking that their representative teams are ""hip"" so that people
will watch them on TV and buy their products.  Arrogant local fans adapt the
monicker and think that ""their"" team is the one that America idolize

It comes down to dollars and egos.
                                                                  P. Tierney
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\rec.sport.baseball\104410
